rid,employer_name,verdict,organisation,address,city,state,zip,source_name,source_url,note
373,LONG AND FOSTER,correct,"Long & Foster Companies, Inc.","14501 George Carter Way, Suite 100",Chantilly,VA,20151,Long & Foster corporate listing (BBB),https://www.bbb.org/us/va/chantilly/profile/real-estate/long-foster-companies-inc-0241-11683,Published address matches corporate headquarters.
374,LORD ABBETT,corrected,"Lord, Abbett & Co. LLC",30 Hudson St,Jersey City,NJ,07302,Lord Abbett press release,https://www.lordabbett.com/corporate/public-user/about-us/media-relations/press-release/lord-abbett-opens-new-global-headquarters-in-jersey-city.html,Firm relocated its global headquarters from 90 Hudson St to 30 Hudson St in Jersey City.
375,LOWES,correct,"Lowe's Companies, Inc.",1000 Lowes Blvd,Mooresville,NC,28117,SEC EDGAR company filing address,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&company=lowes+companies&type=10-K,Published address matches SEC-registered corporate headquarters.
378,LUNDBECK,correct,Lundbeck US,6 Parkway North,Deerfield,IL,60015,Lundbeck contact page,https://www.lundbeck.com/us/en/contact,Published address matches Lundbeck US headquarters.
379,MAGNITE,correct,"Magnite, Inc.","1250 Broadway, 9th Floor",New York,NY,10001,SEC EDGAR company filing address,https://data.sec.gov/submissions/CIK0001595974.json,Published address matches SEC-registered corporate address.
392,MERCK,corrected,"Merck & Co., Inc.",126 East Lincoln Ave,Rahway,NJ,07065,SEC EDGAR company filing address,https://data.sec.gov/submissions/CIK0000310158.json,"Merck relocated its headquarters from Kenilworth to Rahway, NJ; published Kenilworth address is outdated."
391,MEDPACE,corrected,"Medpace Holdings, Inc.",5375 Medpace Way,Cincinnati,OH,45227,SEC EDGAR company filing address,https://data.sec.gov/submissions/CIK0001668397.json,Published Kenton St address is outdated; current corporate headquarters is Medpace Way.
404,MOTOROLA SOLUTIONS,correct,"Motorola Solutions, Inc.",500 W Monroe St,Chicago,IL,60661,SEC EDGAR company filing address,https://data.sec.gov/submissions/CIK0000068505.json,Published address matches SEC-registered corporate headquarters.
406,MOVADO GROUP,correct,"Movado Group, Inc.","650 From Rd, Suite 375",Paramus,NJ,07652,SEC EDGAR company filing address,https://data.sec.gov/submissions/CIK0000072573.json,Published address matches SEC-registered corporate headquarters.
421,NUVEEN,correct,Nuveen,333 W Wacker Dr,Chicago,IL,60606,SEC EDGAR fund filing address,https://data.sec.gov/submissions/CIK0000812801.json,Published address matches SEC-registered Nuveen headquarters address.
376,LT APPAREL GROUP,correct,LT Apparel Group,2 Park Ave,New York,NY,10016,LT Apparel Group contact page,https://www.ltapparel.com,Published address matches company's corporate headquarters listing.
377,LUKE'S LOBSTER,correct,Luke's Lobster Seafood Co.,84 Industrial Park Rd,Saco,ME,04072,Maine Legislature testimony filing listing company address,https://legislature.maine.gov/testimony/resources/LBHS20210324Conniff132610667294020759.pdf,"Published address matches company's Saco, ME processing/corporate facility."
380,MAI CAPITAL MANAGEMENT LLC,correct,"MAI Capital Management, LLC","6050 Oak Tree Blvd, Suite 500",Cleveland,OH,44131,WiserAdvisor financial advisor listing,https://wiseradvisor.com/financial-advisors/ohio/cleveland/mai-capital-management-llc/2002733/,Published address matches firm's registered advisory office.
381,MARC J. BERN & PARTNERS LLP,corrected,Marc J. Bern & Partners LLP,"60 East 42nd St, Suite 1400",New York,NY,10165,Firm website contact page,https://bernllp.com/contact-us/,"Firm office is One Grand Central Place, 60 East 42nd St, not 245 Park Ave as published."
382,MARINER WEALTH ADVISORS,correct,Mariner Wealth Advisors,"5700 W 112th St, Suite 200",Overland Park,KS,66211,Mariner Wealth Advisors Overland Park location page,https://www.marinerwealthadvisors.com/locations/overland-park-kansas/,Published address matches firm's Overland Park headquarters office.
383,MARS SCIENCE & DIAGNOSTICS,correct,"Mars, Incorporated (Science & Diagnostics division)",6885 Elm St,McLean,VA,22101,Food Processing company directory listing,https://www.foodprocessing.com/directory/company/11392612/mars-inc,"Mars Science & Diagnostics is a division of Mars, Incorporated; published address matches Mars global headquarters."
390,MEDICAL FACILITIES OF AMERICA,correct,Medical Facilities of America,2917 Penn Forest Blvd SW,Roanoke,VA,24018,NPI Registry (CMS) organizational address lookup,https://npiregistry.cms.hhs.gov/api/?organization_name=Medical+Facilities+of+America*&version=2.1,"Dozens of MFA-affiliated nursing/rehab facility partnership entities are registered at this Roanoke corporate address, matching the published address."
384,MARSH MCLENNAN AGENCY,not_found,,,,,,,,UNCHECKED: search budget. Could not open a source confirming the specific White Plains branch office address; company site is JS-rendered and directory sites were blocked.
385,MASSMUTUAL,corrected,Massachusetts Mutual Life Insurance Company,1295 State St,Springfield,MA,01111,SEC EDGAR company filer address,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&company=massachusetts+mutual+life&type=&dateb=&owner=include&count=40,"MassMutual's registered headquarters address is 1295 State Street, not 1 Financial Plaza as published."
386,MAYER BROWN,correct,Mayer Brown LLP,71 South Wacker Dr,Chicago,IL,60606,Mayer Brown Chicago office page,https://www.mayerbrown.com/en/locations/chicago,Published address matches firm's Chicago office.
387,MAYO,correct,Mayo Clinic,200 1st St SW,Rochester,MN,55905,NPI Registry (CMS) organizational address lookup,https://npiregistry.cms.hhs.gov/api/?organization_name=Mayo+Clinic&city=Rochester&state=MN&version=2.1,Published address matches Mayo Clinic's Rochester campus.
388,MCGUIREWOODS,correct,McGuireWoods LLP,"Gateway Plaza, 800 East Canal St",Richmond,VA,23219,McGuireWoods Richmond office page,https://www.mcguirewoods.com/locations/richmond,Published address matches firm's Richmond headquarters office.
389,MEATEATER,not_found,,,,,,,,"MeatEater Inc. is confirmed based in Bozeman MT, but only a separate retail flagship store address (129 W Main St) could be verified on an opened source; the published Discovery Dr corporate office address could not be independently confirmed."
393,MET COUNCIL ON JEWISH POVERTY,corrected,Metropolitan Council on Jewish Poverty,"1 State Street Plaza, 24th Floor",New York,NY,10004,Met Council contact page,https://metcouncil.org/contact-us,Organization's current office is 1 State Street Plaza; published 232 E 1st St address is outdated.
394,MIAMI MARLINS,correct,Miami Marlins (loanDepot Park),501 Marlins Way,Miami,FL,33125,Wikipedia loanDepot Park article,https://en.wikipedia.org/wiki/LoanDepot_Park,Published address matches team's stadium/office address.
395,MIDLANTIC BANK N A,not_found,,,,,,,,Midlantic Bank N.A. was acquired by PNC Bank in 1996 and no longer exists as a distinct organization with a current office.
398,MILLENNIUM HEALTHCARE,not_found,,,,,,,,"Multiple unrelated organizations use this generic name (NPI registry shows entities in IN, NJ, NV, GA, CA but none in Melville NY); could not confirm which is the correct employer or its current address."
399,MINTZ LEVIN,correct,"Mintz, Levin, Cohn, Ferris, Glovsky and Popeo, P.C.",One Financial Center,Boston,MA,02111,Mintz Boston office page,https://www.mintz.com/offices/boston,Published address matches firm's Boston headquarters office.
400,MISSION PEAK CAPITAL,not_found,,,,,,,,"SEC investment adviser registry shows a similarly named Mission Peak Capital Advisors LLC as inactive, registered at a different Kansas City address (300 E 39th St); could not confirm the published 1908 Main St address on any opened source."
401,ML FINANCIAL INC,not_found,,,,,,,,"UNCHECKED: search budget. SEC investment adviser registry has no matching active or inactive firm named ML Financial Inc in Tacoma WA, and the company's own site could not be reached."
402,MOISHE HOUSE,correct,Moishe House (Mem Global),"441 Saxony Rd, Barn 2",Encinitas,CA,92024,ProPublica Nonprofit Explorer (IRS Form 990 data),https://projects.propublica.org/nonprofits/api/v2/organizations/262599786.json,IRS records confirm this as the organization's address as of its most recent filing; organization has since rebranded publicly as Mem Global but retains this hub office.
403,MONUMENT ADVOCACY,correct,Monument Advocacy,"975 F St NW, Suite 400",Washington,DC,20004,Monument Advocacy contact page,https://monumentadvocacy.com/contact,Published address matches firm's DC office.
396,MILESTONE BANK,correct,Milestone Bank,"310 S Main St, Suite 900",Salt Lake City,UT,84101,Milestone Bank contact page,https://www.milestonebank.com/contact-us,Published address matches current headquarters office.
397,MILL CREEK RESIDENTIAL TRUST,corrected,Mill Creek Residential Trust LLC,"5910 N Central Expy, Suite 1100",Dallas,TX,75206,Mill Creek Residential contact page,https://www.millcreekplaces.com/about/contact-us,"Donor is based in Dallas, TX where Mill Creek maintains an office; published Boca Raton address is the firm's national office in a different state from this donor."
405,MOUNT SINAI WEST,correct,Mount Sinai West,1000 10th Ave,New York,NY,10019,NPI Registry (CMS) organizational address lookup,https://npiregistry.cms.hhs.gov/api/?organization_name=Mount+Sinai+West&version=2.1,Published address matches hospital's registered address.
407,MOZILLA,corrected,Mozilla Foundation,"149 New Montgomery St, 4th Floor",San Francisco,CA,94105,ProPublica Nonprofit Explorer (IRS Form 990 data),https://projects.propublica.org/nonprofits/api/v2/organizations/200097189.json,Mozilla relocated its headquarters from Mountain View to San Francisco; published Mountain View address is outdated.
408,MPI,corrected,Millennium Properties R/E (MPI),"225 West Illinois St, Suite 350",Chicago,IL,60654,Millennium Properties R/E contact page,https://www.mpirealestate.com/contact-us,"Donors are Chicago commercial real estate professionals at Millennium Properties R/E (domain mpirealestate.com), not Meeting Professionals International; published Addison TX address was for the wrong organization."
409,MSL,not_found,,,,,,,,Donor occupation (CPA in Florida) does not match the published NYC PR agency MSL/Publicis; could not confirm which organization the donor actually works for.
410,NAM,correct,National Association of Manufacturers,"733 10th St NW, Suite 700",Washington,DC,20001,NAM contact page,https://www.nam.org/contact-us/,Published address matches NAM's Washington DC headquarters.
411,NATIONAL FEDERATION OF REPUBLICAN WOMEN,corrected,National Federation of Republican Women,124 N Alfred St,Alexandria,VA,22314,NFRW contact page,https://www.nfrw.org/contact,Organization headquarters is Alexandria VA; published Pennsylvania Ave SE Washington DC address is outdated.
412,NATIONAL INSTITUTES OF HEALTH,correct,National Institutes of Health,9000 Rockville Pike,Bethesda,MD,20892,NPI Registry (CMS) organizational address lookup,https://npiregistry.cms.hhs.gov/api/?organization_name=National+Institutes+of+Health&version=2.1,Published address matches NIH's main Bethesda campus (registry lists related on-campus building addresses at the same Bethesda MD 20892 location).
413,NEW HORIZONS,not_found,,,,,,,,"Donor is listed as owner based in North Miami Beach FL, but published address is a Massachusetts office; could not confirm which 'New Horizons' business this donor actually owns."
414,NEW YORK SOLAR ENERGY INDUSTRIES ASSOCIATION,correct,New York Solar Energy Industries Association (NYSEIA),PO Box 1523,Long Island City,NY,11101,NYSEIA contact page,https://www.nyseia.org/contact,Published mailing address matches organization's current contact page.
415,NFP,corrected,NFP Corp,"200 Park Ave, Suite 3202",New York,NY,10166,"SEC EDGAR company filing address (NFP Ultimate Holdings, LLC)",https://data.sec.gov/submissions/CIK0001699176.json,"NFP's corporate address is 200 Park Ave (MetLife Building), zip 10166, not 200 Park Ave S zip 10003 as published."
416,"NFP, AN AON COMPANY",corrected,NFP Corp (an Aon company),"200 Park Ave, Suite 3202",New York,NY,10166,"SEC EDGAR company filing address (NFP Ultimate Holdings, LLC)",https://data.sec.gov/submissions/CIK0001699176.json,"NFP's corporate address is 200 Park Ave (MetLife Building), zip 10166, not 200 Park Ave S zip 10003 as published."
417,NORTHMARQ,correct,"NorthMarq (Northmarq Capital, LLC)","3500 American Blvd W, Suite 500",Minneapolis,MN,55431,Northmarq office locations page,https://www.northmarq.com/offices,Published address matches company's Minneapolis headquarters office.
418,NORTHROCK LLC,correct,"Northrock Partners, LLC","225 South Sixth St, Suite 1400",Minneapolis,MN,55402,SEC Investment Adviser Public Disclosure (IAPD) registry,https://api.adviserinfo.sec.gov/search/firm?query=Northrock,Published address matches SEC-registered investment adviser office address.
419,NORWOOD PUBLIC SCHOOL,corrected,Norwood Public School District (NJ),177 Summit St,Norwood,NJ,07648,NCES/Urban Institute Education Data API (CCD school district directory),https://educationdata.urban.org/api/v1/school-districts/ccd/directory/2022/?fips=34,"Donor is a NJ teacher; the correct employer is Norwood Public School District in Norwood, NJ, not the Massachusetts town of the same name."
420,NTR,home_based,,,San Francisco,CA,94134,,,Address is in a residential San Francisco neighborhood and the employer name is too ambiguous to identify a specific organization; likely a sole practitioner/home-based filing address.
422,OCTAGON,correct,"Octagon USA, Inc.",400 Atlantic St,Stamford,CT,06901,Connecticut Secretary of State business registry,https://data.ct.gov/resource/n7gp-d28j.json,"CT business registry lists Octagon USA, Inc. (active) at this exact Stamford address."
423,OCTAGON CREDIT INVESTORS,corrected,"Octagon Credit Investors, LLC","250 Park Ave, 15th Floor",New York,NY,10177,Octagon Credit Investors contact page,https://www.octagoncredit.com/contact-us,"Firm's current office is 250 Park Ave, not 360 Madison Ave as published."
424,OFFIT KURMAN,not_found,,,,,,,,UNCHECKED: search budget. Firm's website is behind a bot-check wall and directory sites could not be opened to confirm the current Bethesda office address.
425,OODA-HEALTH,not_found,,,,,,,,UNCHECKED: search budget. ooda.health no longer resolves as a live site; could not confirm whether the company still operates independently or its current address.
426,OPEN INDUSTRIAL,not_found,,,,,,,,"UNCHECKED: search budget. openindustrial.co is an unrelated AI/data software startup; donor is a real estate investor/CEO, so this is likely a different 'Open Industrial' organization that could not be identified."
