rid,employer_name,verdict,organisation,address,city,state,zip,source_name,source_url,note
315,IKO INDUSTRIES,correct,IKO Industries Ltd,"6 Denny Rd, Suite 200",Wilmington,DE,19809,Yahoo Local business listing,https://local.yahoo.com/info-214296336-iko-industries-ltd-wilmington,Published address matches company's US corporate address.
316,IMA FINANCIAL GROUP,correct,"IMA Financial Group, Inc.","8200 E 32nd St N, Ste 100",Wichita,KS,67226,YellowPages business listing,https://www.yellowpages.com/wichita-ks/mip/the-ima-financial-group-inc-24280658,Published address matches company headquarters.
317,IMPCO,correct,IMPCO by EControls,5757 Farinon Drive,San Antonio,TX,78249,IMPCO by EControls contact page,https://impcotechnologies.com/contact-us/,Published address matches company's own contact page exactly.
318,IMPERIAL DADE,corrected,"Imperial Brady (formerly Imperial Dade, merged with BradyPLUS)",255 Route 1 & 9,Jersey City,NJ,07306,Imperial Brady locations page,https://www.imperialbrady.com/locations,"Company merged with BradyPLUS in 2026 and rebranded Imperial Brady; the Edison NJ Fieldcrest Ave address no longer appears among current locations, current NJ headquarters is Jersey City."
319,INCEPTIV,correct,Inceptiv (investment firm),"3975 Landmark St, Suite 1400",Culver City,CA,90232,Inceptiv contact page,https://www.inceptiv.com/contact,Published address matches firm's own contact page exactly; distinct from unrelated design agency inceptiv.co.
320,INCYTE,correct,Incyte Corporation,1801 Augustine Cut-Off,Wilmington,DE,19803,SEC EDGAR company filing page,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&company=incyte&type=10-K&dateb=&owner=include&count=10,Published address matches SEC filer business address.
321,INFINITE GAMES,not_found,,,,,,,,UNCHECKED: search budget. Could not confirm any organization matching this name at the published Salt Lake City address; direct fetches and available search turned up nothing conclusive.
322,INFORMA,ambiguous,,,,,,,,"Informa PLC (UK, global HQ 5 Howick Place London) is a large conglomerate of many divisions (Informa Markets, Informa Connect, Informa Tech, Taylor & Francis, etc), each with different US offices; could not confirm which division/office a 'VP Retailer Relations' donor belongs to or verify the published 225 Liberty St NYC address against a specific division."
323,INGENUS PHARMACEUTICALS,correct,Ingenus Pharmaceuticals,"4901 Vineland Road, Suite 260",Orlando,FL,32811,Ingenus Pharmaceuticals contact page,https://www.ingenus.com/contact/,Published address matches corporate headquarters exactly.
324,INOAPPS,correct,Inoapps,"5177 Richmond Avenue, Suite 200",Houston,TX,77056,Inoapps contact page (US office),https://inoapps.com/contact-us/,Published address matches company's own listed US office.
325,INOVA,correct,Inova Health System,8110 Gatehouse Road,Falls Church,VA,22042,Wikipedia (Inova Health System),https://en.wikipedia.org/wiki/Inova_Health_System,"Confirmed Inova is headquartered in Falls Church, VA; the Gatehouse Rd administrative campus is a long-established Inova address in that zip code, consistent with a physician donor near Rockville MD."
326,INSIGHT GLOBAL,correct,Insight Global,"1224 Hammond Drive, Suite 1500",Atlanta,GA,30346,Insight Global locations page,https://insightglobal.com/contact/,Published address matches corporate headquarters exactly.
327,INTERNAL REVENUE SERVICE,generic_no_office,,,,,,,,"Large federal agency with many field/service offices nationwide; donor (IT Specialist, Bowie MD) does not necessarily work at DC headquarters, so no single meaningful office applies."
328,INTERNATIONAL INTIMATES,correct,"International Intimates, Inc.","31 West 34th Street, 9th Floor",New York,NY,10001,International Intimates official site (structured data),https://www.internationalintimates.com/,Published address matches company's own site schema.org address data exactly.
329,IPFS,correct,"IPFS (Imperial PFS, insurance premium finance)","1055 Broadway Blvd, 11th Floor",Kansas City,MO,64105,IPFS locations page,https://www.ipfs.com/locations/,Published address matches company's Kansas City office exactly.
330,IQVIA,corrected,IQVIA Holdings Inc.,2400 Ellis Road,Durham,NC,27703,SEC EDGAR company filing page,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&company=iqvia&type=10-K&dateb=&owner=include&count=10,"SEC filer business address is 2400 Ellis Road, not the published 4820 Emperor Blvd (both Durham NC 27703)."
331,IRA FINANCIAL,correct,IRA Financial Trust,5109 S Broadband Ln,Sioux Falls,SD,57108,IRA Financial contact page,https://www.irafinancial.com/about-us/contact-us/,Published address matches current HQ; re-verified.
332,IRONGATE,correct,Irongate,"10877 Wilshire Blvd, Suite 2300",Los Angeles,CA,90024,Irongate Group contact page,https://www.irongp.com/contact-us/,Published address matches firm's LA office; re-verified.
333,JACKSON LEWIS,correct,Jackson Lewis P.C.,"666 3rd Ave, 28th Floor",New York,NY,10017,Jackson Lewis locations page,https://www.jacksonlewis.com/locations/new-york-city,Published address matches firm's NYC office; re-verified.
334,JAMAICA HOSPITAL MEDICAL CENTER,corrected,Jamaica Hospital Medical Center,8900 Van Wyck Expressway,Jamaica,NY,11418,Jamaica Hospital Medical Center official site footer,https://jamaicahospital.org/contact-us/,Published Parsons Blvd address is wrong; hospital's own site lists Van Wyck Expressway address; re-verified.
335,JAMS,corrected,JAMS (Chicago Resolution Center),"71 S. Wacker Drive, Suite 2400",Chicago,IL,60606,JAMS Chicago office page,https://www.jamsadr.com/chicago,"Donor (mediator, retired) is based in Evanston IL/Chicago metro; JAMS has a Chicago Resolution Center matching donor's metro, which better fits than the published Irvine CA address."
336,JBG SMITH,corrected,JBG SMITH Properties,"4747 Bethesda Avenue, Suite 200",Bethesda,MD,20814,SEC EDGAR company filing page,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&company=JBG+SMITH&type=10-K&dateb=&owner=include&count=10,Published Chevy Chase address is outdated; SEC filer business address is Bethesda Ave; re-verified.
337,JBS HOLDING,not_found,,,,,,,,Could not confirm a real estate organisation named JBS Holding tied to a NY-based donor; published address matches JBS USA meatpacker HQ (Greeley CO) which appears unrelated to a NY real estate professional donor.
338,JCC ASSOCIATION OF NORTH AMERICA,correct,JCC Association of North America,"520 Eighth Ave, 4th Floor",New York,NY,10018,JCC Association official site,https://jcca.org/,"Site confirms organization is based in New York, NY; published street address is the long-standing headquarters."
339,JCRC OF GREATER WASHINGTON,correct,Jewish Community Relations Council of Greater Washington,"6101 Executive Boulevard, Suite 300",North Bethesda,MD,20852,JCRC of Greater Washington contact page,https://jcouncil.org/contact/,Published address matches organization own contact page exactly.
340,JE RICHARDS,correct,"J.E. Richards, Inc.",4600 Hargrove Drive,Lanham,MD,20706,J.E. Richards contact page,https://www.jerichards.com/contact-us,Published address matches company's Maryland office exactly.
341,JELMARLLC.COB,correct,Jelmar LLC (CLR Brands),"5550 W Touhy Ave, Suite 200",Skokie,IL,60077,CLR Brands official site (clrbrands.com),https://clrbrands.com/,"Prior spot check already confirmed via clrbrands.com; site loaded but did not display street address text in this session, so confidence relies on the earlier verified check plus general knowledge that Jelmar/CLR is Skokie IL based."
342,JINSA  JEWISH INSTITUTE FOR NATIONAL SECURITY OF AMERICA,correct,Jewish Institute for National Security of America (JINSA),"1101 14th St NW, Suite 1400",Washington,DC,20005,JINSA official site,https://jinsa.org/,Confirmed JINSA is a Washington DC-based think tank; site did not show street text in this session but published address is the organization's long-standing DC office.
343,JTS,not_found,,,,,,,,Could not identify a reliable organisation named JTS at the published Dallas TX address matching an attorney donor in Mount Pleasant SC; site unreachable and no directory confirmation found.
344,JUMP OPERATIONS LLC,correct,"Jump Trading, LLC","600 W Chicago Ave, Suite 825",Chicago,IL,60654,SEC EDGAR company filing page,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001520770&type=&dateb=&owner=include&count=5,Published address (Ste 600) is same building as SEC filer address (Ste 825); minor suite difference acceptable.
345,KABR GROUP,correct,The KABR Group,"34 South Dean St, Suite 200",Englewood,NJ,07631,KABR Group contact page,https://www.kabrgroup.com/contact/,Published address matches corporate headquarters exactly.
346,KAJEET,corrected,"Kajeet, Inc.","7101 Wisconsin Ave, Suite 1111",Bethesda,MD,20814,SEC EDGAR company filing page,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&company=kajeet&type=&dateb=&owner=include&count=10,"Published street 'Preuss Rd' in Reston VA does not match any known Kajeet address (Preuss Rd is an LA street, likely a hallucinated mismatch); SEC filer address is Bethesda MD."
347,KANSAS CITY JEWISH CHRONICLE,correct,Jewish Federation of Greater Kansas City (publisher of the Chronicle),"5801 W 115th St, Suite 201",Overland Park,KS,66211,Jewish Federation of Greater Kansas City official site,https://www.jewishkansascity.org/,"The Chronicle is now published by the Jewish Federation of Greater Kansas City, headquartered at this address; matches published exactly."
348,KATTEN MUCHIN ROSENMAN LLP,correct,Katten Muchin Rosenman LLP,525 West Monroe Street,Chicago,IL,60661,Katten locations page,https://katten.com/about/offices,Published address matches firm's Chicago office exactly.
349,KCC,correct,"Verita Global, LLC (formerly Kurtzman Carson Consultants/KCC)","222 N Pacific Coast Hwy, 3rd Floor",El Segundo,CA,90245,Verita Global privacy policy page,https://veritaglobal.com/privacy-policy/,KCC rebranded to Verita Global; published address (Ste 300) matches the same building as Verita's current address.
350,KELLER WILLIAMS,correct,"Keller Williams Realty, Inc.","1221 S Mopac Expy, Suite 400",Austin,TX,78746,Unable to open kw.com directly (Cloudflare-blocked); relying on well-established public knowledge of KW's Austin world headquarters address,https://www.kw.com/,"Could not independently open a page confirming the exact street this session due to site protection, but no contradicting information found; published address is KW's long-standing headquarters."
351,KELLY SCIENCE & CLINICAL,corrected,"Kelly Services, Inc. (parent of Kelly Science & Clinical)",999 West Big Beaver Rd,Troy,MI,48084,SEC EDGAR company filing page,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&company=kelly+services&type=10-K&dateb=&owner=include&count=10,"Published Arlington VA address could not be tied to Kelly Services/Kelly Science & Clinical (prior spot check flagged this); Kelly Services corporate HQ is Troy, MI. No MA/VA office found to match donor location, so using HQ per rules."
352,KENTWOOD,corrected,Kentwood Real Estate,"215 Saint Paul St, Suite 200",Denver,CO,80206,YellowPages business listing,https://www.yellowpages.com/search?search_terms=Kentwood+Real+Estate&geo_location_terms=Denver%2C+CO,"Donor is a Realtor in Englewood CO; published Kentwood, Michigan address is unrelated. Kentwood Real Estate is a Denver-metro luxury brokerage; its flagship Cherry Creek office is used here, matching donor's state/metro."
353,KHC,correct,The Kraft Heinz Company,One PPG Place,Pittsburgh,PA,15222,SEC EDGAR company filing page,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001637459&type=10-K&dateb=&owner=include&count=5,Published address matches SEC filer business address exactly (KHC is Kraft Heinz's NASDAQ ticker).
354,KILPATRICK TOWNSEND & STOCKTON LLP,correct,Kilpatrick Townsend & Stockton LLP,"1100 Peachtree Street NE, Suite 2800",Atlanta,GA,30309,Kilpatrick Townsend Atlanta office page,https://ktslaw.com/Locations/Atlanta,Published address matches firm's own Atlanta office listing exactly.
355,KIND LLC,correct,KIND LLC (KIND Snacks),"120 Varick St, 4th Floor",New York,NY,10013,General public knowledge; unable to independently open kindsnacks.com address pages this session (site returned no address text),https://www.kindsnacks.com/,"Donor is KIND's own founder (Daniel Lubetzky), strongly confirming the organisation; published Varick St address is KIND's well-established NYC headquarters, though not independently re-confirmed with a freshly opened address page this session."
356,KING & SPALDING,correct,King & Spalding LLP,"1180 Peachtree Street NE, Suite 1600",Atlanta,GA,30309,King & Spalding Atlanta office page,https://www.kslaw.com/offices/atlanta,Published address matches firm's own Atlanta office listing exactly.
357,KOTEL PARTNERS,not_found,,,,,,,,"No reliable public office found for an organisation named Kotel Partners; the domain kotelpartners.com does not resolve, and web search only returns results about the Western Wall (Kotel) landmark, unrelated to any company."
358,KRAMER BEVERAGE,correct,Kramer Beverage,161 2nd Road,Hammonton,NJ,08037,Kramer Beverage contact page,https://www.kramerbev.com/contact-us/,Published address matches company's own contact page exactly.
359,KYNDRYL,corrected,"Kyndryl Holdings, Inc.","1 Vanderbilt Ave, 15th Floor",New York,NY,10017,Kyndryl contact us page,https://www.kyndryl.com/us/en/about-us/contact-us,"Company's own site lists corporate headquarters as 1 Vanderbilt Ave, not the published 350 Park Ave."
360,L3HARRIS,correct,L3Harris Technologies,1025 W NASA Blvd,Melbourne,FL,32919,L3Harris contact us page,https://www.l3harris.com/contact-us,Published address matches corporate headquarters exactly.
361,LANE ENTERPRISES,correct,"Lane Enterprises, Inc.","275 Grandview Ave, Suite 300",Camp Hill,PA,17011,Lane Enterprises contact page,https://www.lane-enterprises.com/contact-us/,Published address matches corporate headquarters exactly.
362,LATHROP GAGE,corrected,Lathrop GPM LLP (formerly Lathrop Gage),"2323 Grand Blvd, Suite 800",Kansas City,MO,64108,Lathrop GPM locations page,https://www.lathropgpm.com/locations/,"Lathrop Gage merged with Gray Plant Mooty to form Lathrop GPM; the Kansas City office is now 2323 Grand Blvd (published 2345 Grand Blvd is a different, outdated address)."
