rid,employer_name,verdict,organisation,address,city,state,zip,source_name,source_url,note
501,SDI TECHNOLOGIES INC,correct,"SDI Technologies, Inc.",1299 Main St,Rahway,NJ,07065,Yellow Pages listing,https://www.yellowpages.com/rahway-nj/mip/sdi-technologies-incorporated-27035029,"Consumer-electronics maker (iHome, Timex Audio); published address matches."
502,SHAKER RECRUITMENT MARKETING,correct,Shaker Recruitment Marketing,"1100 Lake St, Suite 300",Oak Park,IL,60301,Oak Park-River Forest Chamber of Commerce directory,https://www.oprfchamber.org/list/member/shaker-recruitment-advertising-communication-3048,Recruitment-advertising agency headquartered in Oak Park; published address matches (suite added).
503,"SHAMBERG, JOHNSON & BERGMAN",correct,"Shamberg, Johnson & Bergman, Chartered","2600 Grand Blvd, Suite 550",Kansas City,MO,64108,Yelp business listing,https://www.yelp.com/biz/shamberg-johnson-and-bergman-kansas-city,Donor Victor Bergman is a founding-name partner; address matches published.
504,SHAPIRO ZWANETZ & LAKE,correct,Shapiro Zwanetz & Lake,"7226 Lee Deforest Dr, Suite 207",Columbia,MD,21046,Yelp business listing,https://www.yelp.com/biz/shapiro-zwanetz-and-associates-columbia,Donor Jason Shapiro is a founding-name partner; address matches published.
505,SHERMAN IP LLP,correct,Sherman IP LLP,"15760 Ventura Blvd, Suite 700",Encino,CA,91436,BBB business profile,https://www.bbb.org/us/ca/encino/profile/intellectual-property-lawyer/sherman-ip-llp-1216-1000047441,"Donor Kenneth Sherman is the founder; address matches (city corrected from Los Angeles to Encino, same zip)."
506,SIGMA INVESTMENT COUNSELORS,correct,"Sigma Investment Counselors, Inc.","186 E Main St, Suite 200",Northville,MI,48167,Sigma Investment Counselors website,https://sigmainvestments.com/contact-us/,Address matches published.
507,SIGNAL HILL HOLDINGS,not_found,"Signal Hill Holdings (Howard Levkowitz, Los Angeles)",,,,,,,"Donor Howard Levkowitz (investor, Los Angeles) leads a Los Angeles growth-capital firm of this name, but no verifiable current street address could be found for it; the published 38 Sylvan Rd, Madison CT address belongs to a different, unrelated small Signal Hill Holdings LLC (investment bank, 3 employees) registered in Connecticut."
508,SIMON WIESENTHAL CENTER,correct,Simon Wiesenthal Center,1399 South Roxbury Drive,Los Angeles,CA,90035,Simon Wiesenthal Center official site,https://www.wiesenthal.com/about/contact.html,"Published address (9760 W Pico Blvd) is the Museum of Tolerance; the Center's own headquarters/contact address is 1399 S Roxbury Dr, updated to current form."
509,SIX FLAGS ENTERTAINMENT,correct,Six Flags Entertainment Corporation,8701 Red Oak Blvd,Charlotte,NC,28217,Six Flags investor relations / BBB,https://www.bbb.org/us/nc/charlotte/profile/amusement-parks/six-flags-entertainment-corporation-0473-92037319,Current post-merger (Six Flags/Cedar Fair) headquarters; matches published address.
510,SLF,not_found,,,,,,,,"No organisation identifiable as 'SLF' for a Charlotte-based realtor; published address (6218 Georgia Ave NW Ste 1-595, Washington DC) is a Mail Ship and Print/UPS mailbox-rental storefront, not a legitimate office."
511,SLG,correct,SL Green Realty Corp.,420 Lexington Avenue,New York,NY,10170,SL Green official site (420 Lexington Ave property page),https://slgreen.com/properties/420-lexington-avenue/,NYSE ticker SLG; matches published headquarters building (the Graybar Building).
512,SMC,correct,SMC Ltd. (Scientific Molding Corporation),330 SMC Drive,Somerset,WI,54025,SMC Ltd. official site,https://www.smcltd.com/contact/,Medical device contract manufacturer; matches published address.
513,SOFTBANK CAPITAL NY,corrected,SoftBank Capital NY / SBNY (Jordan Levy),130 West 25th Street,New York,NY,10001,SBNY official site,https://www.sbny.vc/contact,SoftBank Capital's active NY office/team now operates as SBNY from this address; published 590 Madison Ave address is outdated.
514,SOLARIA,corrected,SunPower Inc. (formerly Solaria Corp./Complete Solaria),1403 N. Research Way,Orem,UT,84097,News coverage of Complete Solaria/SunPower HQ relocation,https://pv-magazine-usa.com/2025/06/05/solar-and-chip-titan-back-in-groove-overhauling-sunpower/,"Solaria Corp merged into Complete Solaria (2022), which rebranded to SunPower and relocated HQ from California to Orem, UT in 2025; published Irvine CA address is outdated."
515,SOUTH OCEAN CAPITAL PARTNERS,correct,"South Ocean Capital Partners, LLC","401 E Las Olas Blvd, Suite 2220",Fort Lauderdale,FL,33301,FINTRX RIA profile,https://fintrx.com/firms/firm/southocean-capital-partners-llc-171580,Donor David Roth is a Partner/Secretary of the firm; address matches published.
516,SOUTHEASTERN GROCERS,corrected,"Southeastern Grocers, Inc.",5050 Edgewood Ct,Jacksonville,FL,32254,Southeastern Grocers official contact page,https://www.segrocers.com/contactus,Current headquarters (Edgewood Court support center); published 380 E Jackson St address is outdated.
517,SOVEREIGN PROPERTIES,correct,Sovereign Properties,"150 E 52nd St, Suite 22002",New York,NY,10022,Sovereign Properties official site,https://www.sovereignprop.com/our-firm,Donors Russ Krivor/Ruslan Krivoruchko is the firm's CEO/founder; address matches published exactly.
518,SPARACINO PLLC,correct,Sparacino PLLC,"1920 L Street NW, Suite 835",Washington,DC,20036,Sparacino PLLC official site,https://sparacinopllc.com/contact/,Address matches published exactly.
519,SPARE,correct,"Spare CS, Inc.","750 N San Vicente Blvd, Suite 800",West Hollywood,CA,90069,California Secretary of State filing (via Bizprofile),https://www.bizprofile.net/ca/west-hollywood/spare-cs-inc,Fintech (virtual-ATM) company; registered principal address matches published exactly (not to be confused with Vancouver-based Spare Labs mobility company).
520,SPENCER FANE LLP,corrected,Spencer Fane LLP,"1 North Brentwood Blvd, Suite 1200",St. Louis,MO,63105,St. Louis Apartment Association supplier directory,https://www.slaa.org/supplier-directory/spencer-fane-llp,"Firm's St. Louis-area office moved from Westbrook Corporate Center, Creve Coeur to Brentwood Blvd, St. Louis; published address is outdated."
523,STAPLES,correct,Staples Inc.,500 Staples Dr,Framingham,MA,01702,"Wikipedia (Staples, Inc.)","https://en.wikipedia.org/wiki/Staples,_Inc.",Matches published headquarters address.
524,STATE FARM,correct,State Farm Mutual Automobile Insurance Company,1 State Farm Plaza,Bloomington,IL,61710,Wikipedia (State Farm),https://en.wikipedia.org/wiki/State_Farm,Matches published headquarters; donors are State Farm agents.
527,STEWART TITLE,corrected,Stewart Title Company (Stewart Information Services Corp.),"1360 Post Oak Blvd, Suite 100",Houston,TX,77056,Stewart Title official contact page,https://www.stewart.com/en/contact-us.html,Current corporate headquarters is 1360 Post Oak Blvd (not the published 1980 Post Oak Blvd).
529,STIFEL NICOLAUS,correct,"Stifel Financial Corp. / Stifel, Nicolaus & Company",501 N Broadway,Saint Louis,MO,63102,Stifel LinkedIn company page,https://www.linkedin.com/company/stifel,Matches published global headquarters.
535,SULLIVAN & WORCESTER LLP,correct,Sullivan & Worcester LLP,1 Post Office Square,Boston,MA,02109,Sullivan & Worcester LinkedIn company page,https://www.linkedin.com/company/sullivan-&-worcester-llp,Matches published headquarters.
538,SUSMAN GODFREY LLP,correct,Susman Godfrey LLP,"1000 Louisiana St, Suite 5100",Houston,TX,77002,Susman Godfrey LinkedIn company page,https://www.linkedin.com/company/susman-godfrey-llp,Matches published headquarters.
544,THALES GROUP,correct,"Thales Defense & Security, Inc. (Thales USA)","2733 S Crystal Dr, Suite 1200",Arlington,VA,22202,Thales LinkedIn company page,https://www.linkedin.com/company/thales,U.S. subsidiary headquarters; matches published address.
545,THE CARLYLE GROUP,correct,The Carlyle Group Inc.,1001 Pennsylvania Avenue NW,Washington,DC,20004,Carlyle Group LinkedIn company page,https://www.linkedin.com/company/the-carlyle-group,Matches published global headquarters.
521,SPRING LABS,corrected,Spring Labs,"4054 Del Rey Ave, Suite 204",Marina del Rey,CA,90292,Spring Labs LinkedIn company page,https://www.linkedin.com/company/springlabs,Fintech/compliance company; current listed office differs from published Glencoe Ave address (same Marina del Rey zip).
522,STANDWITHUS,corrected,StandWithUs (Israel Emergency Alliance),6505 Wilshire Blvd,Los Angeles,CA,90048,ProPublica Nonprofit Explorer (IRS Form 990 address),https://projects.propublica.org/nonprofits/organizations/10566033,Most recent IRS filing address for this EIN differs from published Beverly Hills (W Olympic Blvd) address.
530,STINSON,correct,Stinson LLP,"7700 Forsyth Blvd, Suite 1100",Saint Louis,MO,63105,Stinson LLP official offices page,https://www.stinson.com/offices,St. Louis is a current Stinson LLP office; exact suite not independently re-confirmed beyond published listing.
525,STEVENS & LEE,correct,Stevens & Lee,111 North Sixth Street,Reading,PA,19601,Stevens & Lee official site (Reading office page),https://www.stevenslee.com/offices/reading/,Firm's original flagship office; matches published address.
526,STEVENSON SEARCH PARTNERS,correct,Stevenson Search Partners,"33-41 Newark St, Floor 5",Hoboken,NJ,07030,Stevenson Search official site,https://www.stevensonsearch.com/contact,Matches published address exactly.
528,STIEFEL,corrected,Stiefel (dermatology division of GSK),410 Blackwell St,Durham,NC,27701,GSK official contact page,https://www.gsk.com/en-gb/contact-us/,Stiefel Laboratories was acquired by GSK in 2009 and its old Research Triangle Park campus (5 Moore Dr) is no longer GSK's listed NC office; GSK's current NC office is in Durham.
531,"STONE, POGRUND & KOREY - ATTORNEYS AT LAW",corrected,"Stone, Pogrund & Korey, LLC","8 South Michigan Avenue, Suite 333",Chicago,IL,60603,Stone Pogrund & Korey official site,https://www.spklaw.com/,"Donor David Pogrund is a founding-name partner; firm's own site lists this address, not the published N LaSalle St address."
533,STRETTO,corrected,Stretto,"410 Exchange, Suite 100",Irvine,CA,92602,Stretto official site (locations),https://www.stretto.com/about/,"Current headquarters is Irvine, CA, not the published Newport Beach address."
534,STRIPE,corrected,"Stripe, Inc.",354 Oyster Point Blvd,South San Francisco,CA,94080,Stripe LinkedIn company page,https://www.linkedin.com/company/stripe,Current headquarters is South San Francisco; published 510 Townsend St address is outdated.
546,THE GERSON COMPANIES,correct,The Gerson Companies,1450 S Lone Elm Rd,Olathe,KS,66061,Gerson Companies official site,https://gersoncompany.com,"Company confirms its headquarter showroom is in Olathe, Kansas; matches published address (brand name Lone Elm Candle Company corroborates street)."
547,THE LOUIS D. BRANDEIS CENTER FOR HUMAN RIGHTS UNDER LAW,corrected,The Louis D. Brandeis Center for Human Rights Under Law,1776 I Street NW,Washington,DC,20006,Brandeis Center official site (contact footer),https://brandeiscenter.com/contact/,Current address per official site footer differs from published 7609 16th St NW address.
551,THE VISION COUNCIL,correct,The Vision Council,"225 Reinekers Ln, Suite 700",Alexandria,VA,22314,The Vision Council official site,https://thevisioncouncil.org/contact-us,Matches published address exactly.
532,STRATEGAS RESEARCH PARTNERS,correct,Strategas Research Partners (now Baird Strategas),"52 Vanderbilt Ave, 19th Floor",New York,NY,10017,Baird Strategas LinkedIn company page,https://www.linkedin.com/company/strategas,"Independent research firm, since 2018 the market-strategy arm of Baird, operating from New York; published address not contradicted by available sources."
536,SUN DIAMOND,not_found,,,,,,,,Likely refers to the former Sun-Diamond Growers of California agricultural cooperative; the sundiamond.com domain now belongs to an unrelated jewelry retailer and no current public office for the cooperative could be confirmed.
537,SUNRISE TOYOTA,correct,Sunrise Toyota,3984 Sunrise Hwy,Oakdale,NY,11769,Sunrise Toyota official site,https://www.sunrisetoyota.com/dealership/directions.htm,Matches published address exactly.
539,T7 CAPITAL,correct,T7 Capital,"1040 6th Ave, Floor 15",New York,NY,10018,T7 Capital official site,https://www.t7capital.com/,Senior-housing/healthcare capital markets advisory firm; matches published address exactly.
540,TABLEAU,correct,Tableau Software (Salesforce),1621 N 34th St,Seattle,WA,98103,Tableau LinkedIn company page,https://www.linkedin.com/company/tableau-software,Matches published address exactly.
541,TCV,corrected,TCV (Technology Crossover Ventures),"1045 6th Ave, 24th Floor",New York,NY,10018,TCV official contact page,https://www.tcv.com/contact/,"TCV has no San Francisco office; its offices are Menlo Park (HQ), New York and London. Donor is in Short Hills, NJ, so the New York office (7 Bryant Park) is given as the metro-appropriate address."
542,TECHMARK,not_found,,,,,,,,Detroit-area branding firm; its former domain (techmarkinc.com) is now an expired/parked domain and no current public office could be confirmed.
543,TEJAS SECURITIES,not_found,,,,,,,,"Tejas Securities Group was an Austin, TX broker-dealer expelled from FINRA around 2012 amid a valuation/fraud scandal; it no longer operates, and the published Clayton, MO address does not correspond to the firm's known Austin history."
548,THE MARS AGENCY,ambiguous,,,,,,,,"Could be The Mars Agency/Mars United Commerce, a large marketing agency headquartered in Southfield, MI, or a smaller, unrelated business the donors personally own; donor occupation 'OWNER' fits poorly with the large agency (not owner-operated), so evidence cannot decide which organisation."
549,THE PERLES LAW FIRM PC,not_found,,,,,,,,DC litigation boutique (founder Steven Perles matches donor); no working official site or directory listing with a current address could be opened within the research budget.
550,THE TOBIN GROUP,home_based,The Tobin Group,,Pittsburgh,PA,,,,"Small real estate/property-management operation apparently run under the donor's own name (Michael Tobin); no public office could be found, consistent with a small/owner-operated business."
554,THRYV INC,corrected,"Thryv Holdings, Inc.","1301 Municipal Way, Suite 220",Grapevine,TX,76051,StockAnalysis.com company profile,https://stockanalysis.com/stocks/thry/company/,"Current headquarters address on file differs from published Plano, TX (2600 Dallas Pkwy) address."
552,THE VISTRIA GROUP,correct,"The Vistria Group, LP","300 E Randolph St, Suite 3850",Chicago,IL,60601,Vistria Group official site (contact),https://www.vistria.com/contact/,Matches published headquarters address exactly.
553,THE WASHINGTON INSTITUTE,corrected,The Washington Institute for Near East Policy,"1111 19th Street NW, Suite 500",Washington,DC,20036,Washington Institute official site (footer),https://www.washingtoninstitute.org/about/contact-us,Current headquarters address per official site differs from published 1828 L St NW address.
